"GeneID"	"GeneName"	"Family_Subfamily"	"ProteinClass"	"GO_MF"	"GO_BP"	"GO_CC"
"SORBI_3002G086500"	"Glycosyl hydrolase family 95 N-terminal domain-containing protein"	"GLYCOSYL HYDROLASE FAMILY 95 N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR31084:SF17)"	NA	"alpha-L-fucosidase activity(GO:0004560)"	"carbohydrate metabolic process(GO:0005975)"	NA
"SORBI_3004G022850"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3003G125900"	"DNA gyrase subunit B"	"DNA GYRASE SUBUNIT B, MITOCHONDRIAL (PTHR45866:SF1)"	"DNA topoisomerase(PC00017)"	"DNA binding(GO:0003677);DNA topoisomerase activity(GO:0003916);DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity(GO:0003918);ATP binding(GO:0005524);DNA negative supercoiling activity(GO:0034335);metal ion binding(GO:0046872)"	"DNA topological change(GO:0006265)"	"chromosome(GO:0005694)"
"SORBI_3003G218100"	"Uncharacterized protein"	"TRANSMEMBRANE PROTEIN (PTHR34189:SF13)"	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3010G144700"	"Uncharacterized protein"	"SUBFAMILY NOT NAMED (PTHR31549:SF302)"	NA	NA	NA	NA
"SORBI_3008G104900"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3010G219000"	"tRNA pseudouridine synthase"	"TRNA PSEUDOURIDINE SYNTHASE (PTHR11142:SF10)"	"lyase(PC00144)"	"RNA binding(GO:0003723);pseudouridine synthase activity(GO:0009982);isomerase activity(GO:0016853);tRNA pseudouridine(38-40) synthase activity(GO:0160147)"	"pseudouridine synthesis(GO:0001522);tRNA processing(GO:0008033);tRNA pseudouridine synthesis(GO:0031119)"	NA
"SORBI_3002G128500"	"RING-type E3 ubiquitin transferase"	"SIAH-TYPE DOMAIN-CONTAINING PROTEIN (PTHR46632:SF31)"	"ubiquitin-protein ligase(PC00234)"	"zinc ion binding(GO:0008270)"	"protein ubiquitination(GO:0016567)"	NA
"SORBI_3009G229200"	"Auxin-responsive protein"	"AUXIN-RESPONSIVE PROTEIN IAA19 (PTHR31734:SF173)"	NA	NA	"regulation of DNA-templated transcription(GO:0006355);response to auxin(GO:0009733);auxin-activated signaling pathway(GO:0009734)"	"nucleus(GO:0005634)"
"SORBI_3001G183100"	"Transcription factor GAMYB"	"OS03G0578900 PROTEIN (PTHR47995:SF1)"	"homeodomain transcription factor(PC00119)"	"DNA binding(GO:0003677)"	NA	"nucleus(GO:0005634)"
"SORBI_3007G114200"	"Uncharacterized protein"	"ALPHA-SOLUBLE NSF ATTACHMENT PROTEIN (PTHR13768:SF8)"	"membrane traffic protein(PC00150)"	"soluble NSF attachment protein activity(GO:0005483);syntaxin binding(GO:0019905)"	"intracellular protein transport(GO:0006886);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192);SNARE complex disassembly(GO:0035494)"	"membrane(GO:0016020);SNARE complex(GO:0031201)"
"SORBI_3006G185400"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3010G218000"	"Rab-GAP TBC domain-containing protein"	"OS06G0661700 PROTEIN (PTHR22957:SF641)"	"GTPase-activating protein(PC00257)"	"GTPase activator activity(GO:0005096)"	"retrograde transport, endosome to Golgi(GO:0042147)"	"Golgi apparatus(GO:0005794);cytosol(GO:0005829);endosome membrane(GO:0010008);retromer complex(GO:0030904)"
"SORBI_3010G126400"	"Peptidase A1 domain-containing protein"	"ASPARTYL PROTEASE AED1 (PTHR13683:SF885)"	"aspartic protease(PC00053)"	"aspartic-type endopeptidase activity(GO:0004190)"	"proteolysis(GO:0006508)"	NA
"SORBI_3003G132300"	"Uncharacterized protein"	"TRANSCRIPTION FACTOR MYBS1 (PTHR44191:SF2)"	"homeodomain transcription factor(PC00119)"	"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);protein homodimerization activity(GO:0042803)"	"response to gibberellin(GO:0009739);response to sucrose(GO:0009744);response to salicylic acid(GO:0009751);positive regulation of DNA-templated transcription(GO:0045893)"	"nucleus(GO:0005634);cytoplasm(GO:0005737)"
"SORBI_3008G119400"	"Rapid alkalinization factor 1"	"OS12G0541700 PROTEIN (PTHR33136:SF34)"	NA	"hormone activity(GO:0005179)"	"calcium-mediated signaling(GO:0019722)"	NA
"SORBI_3003G391200"	"Ubiquitin thioesterase OTU"	"UBIQUITIN THIOESTERASE OTU (PTHR12419:SF100)"	"cysteine protease(PC00081)"	"cysteine-type deubiquitinase activity(GO:0004843);cysteine-type peptidase activity(GO:0008234)"	NA	"cytoplasm(GO:0005737)"
"SORBI_3010G125400"	"J domain-containing protein"	"CHAPERONE PROTEIN DNAJ 11, CHLOROPLASTIC (PTHR45432:SF2)"	"chaperone(PC00072)"	NA	NA	"endoplasmic reticulum(GO:0005783)"
"SORBI_3001G345300"	"Pectinesterase inhibitor domain-containing protein"	"OS04G0513301 PROTEIN (PTHR31707:SF26)"	"esterase(PC00097)"	"enzyme inhibitor activity(GO:0004857);pectinesterase activity(GO:0030599);pectinesterase inhibitor activity(GO:0046910)"	"cell wall modification(GO:0042545);pectin catabolic process(GO:0045490)"	"membrane(GO:0016020)"
"SORBI_3006G214200"	"Uncharacterized protein"	"GAMMA-AMINOBUTYRATE TRANSAMINASE 1, MITOCHONDRIAL (PTHR42684:SF20)"	"transaminase(PC00216)"	"adenosylmethionine-8-amino-7-oxononanoate transaminase activity(GO:0004015);transaminase activity(GO:0008483);pyridoxal phosphate binding(GO:0030170)"	"biotin biosynthetic process(GO:0009102);gamma-aminobutyric acid metabolic process(GO:0009448)"	NA
"SORBI_3003G066000"	"DUF674 family protein"	"OS01G0153600 PROTEIN (PTHR33103:SF40)"	NA	NA	NA	NA
"SORBI_3001G419200"	"Heat shock protein 70"	"OS11G0187600 PROTEIN (PTHR19375:SF398)"	"Hsp70 family chaperone(PC00027)"	"ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);ATP-dependent protein folding chaperone(GO:0140662)"	"protein refolding(GO:0042026);chaperone cofactor-dependent protein refolding(GO:0051085)"	"cytoplasm(GO:0005737)"
"SORBI_3009G016666"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3002G245200"	"Expansin-like EG45 domain-containing protein"	"EG45-LIKE DOMAIN CONTAINING PROTEIN 1-RELATED (PTHR47295:SF2)"	NA	NA	"systemic acquired resistance(GO:0009627)"	"apoplast(GO:0048046)"
"SORBI_3005G113101"	"CCHC-type domain-containing protein"	"OS11G0296500 PROTEIN (PTHR23002:SF89)"	"RNA metabolism protein(PC00031)"	"nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)"	"positive regulation of cytoplasmic translation(GO:2000767)"	"cytoplasm(GO:0005737)"
"SORBI_3004G071850"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3010G140750"	"CCHC-type domain-containing protein"	"OS11G0296500 PROTEIN (PTHR23002:SF89)"	"RNA metabolism protein(PC00031)"	"nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)"	"positive regulation of cytoplasmic translation(GO:2000767)"	"cytoplasm(GO:0005737)"
"SORBI_3005G167300"	"BTB domain-containing protein"	"OS11G0585900 PROTEIN (PTHR44203:SF11)"	"ubiquitin-protein ligase(PC00234)"	NA	"negative regulation of ethylene-activated signaling pathway(GO:0010105)"	NA
"SORBI_3007G047000"	"Knottin scorpion toxin-like domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3007G110333"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3001G192200"	"Cytochrome P450"	"CYTOCHROME P450 FAMILY 76 SUBFAMILY C POLYPEPTIDE 7 (PTHR47950:SF43)"	"oxygenase(PC00177)"	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)"	NA	NA
"SORBI_3001G026100"	"Phospholipid_glycerol acyltransferase domain-containing protein"	"OS01G0329000 PROTEIN (PTHR15486:SF90)"	"scaffold/adaptor protein(PC00226)"	"acyltransferase activity(GO:0016746);phosphatase activity(GO:0016791);glycerol-3-phosphate 2-O-acyltransferase activity(GO:0090447)"	"cutin biosynthetic process(GO:0010143)"	"membrane(GO:0016020)"
"SORBI_3010G145650"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3003G202600"	"MYB transcription factor"	"SINGLE MYB HISTONE 1 (PTHR46267:SF2)"	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"	"DNA binding(GO:0003677);double-stranded DNA binding(GO:0003690);double-stranded telomeric DNA binding(GO:0003691);sequence-specific DNA binding(GO:0043565)"	"nucleosome assembly(GO:0006334)"	"chromosome, telomeric region(GO:0000781);nucleosome(GO:0000786);nucleus(GO:0005634);chromosome(GO:0005694);nucleolus(GO:0005730)"
"SORBI_3004G114700"	"Embryo surrounding factor 1 brassicaceae domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3002G332750"	"BHLH domain-containing protein (Fragment)"	"V-TYPE PROTON ATPASE SUBUNIT H (PTHR10698:SF0)"	"ATP synthase(PC00002)"	"proton-transporting ATPase activity, rotational mechanism(GO:0046961);protein dimerization activity(GO:0046983)"	"proton transmembrane transport(GO:1902600)"	"vacuolar proton-transporting V-type ATPase, V1 domain(GO:0000221)"
"SORBI_3010G150100"	"WRKY transcription factor 19"	"OS11G0223400 PROTEIN (PTHR31827:SF60)"	NA	NA	NA	NA
"SORBI_3004G110700"	"AT-hook motif nuclear-localized protein"	"AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 24-RELATED (PTHR31100:SF15)"	NA	"DNA binding(GO:0003677);minor groove of adenine-thymine-rich DNA binding(GO:0003680);DNA-binding transcription factor activity(GO:0003700)"	"regulation of DNA-templated transcription(GO:0006355);vegetative to reproductive phase transition of meristem(GO:0010228)"	"nucleus(GO:0005634)"
"SORBI_3003G030300"	"Uncharacterized protein"	"CA-RESPONSIVE PROTEIN (PTHR35991:SF1)"	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3010G145500"	"Transposase Tnp1_En_Spm-like domain-containing protein"	"OS02G0241300 PROTEIN (PTHR33063:SF16)"	NA	NA	NA	NA
"SORBI_3009G205000"	"DYW domain-containing protein"	"PENTACOTRIPEPTIDE-REPEAT REGION OF PRORP DOMAIN-CONTAINING PROTEIN (PTHR47924:SF294)"	NA	"RNA binding(GO:0003723);zinc ion binding(GO:0008270)"	"RNA modification(GO:0009451)"	NA
"SORBI_3009G220250"	"Uncharacterized protein"	"MAJOR FACILITATOR SUPERFAMILY (MFS) PROFILE DOMAIN-CONTAINING PROTEIN (PTHR33530:SF12)"	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3004G095100"	"ATP-dependent RNA helicase"	"EUKARYOTIC INITIATION FACTOR 4A-1 (PTHR24031:SF735)"	"RNA helicase(PC00032)"	"nucleic acid binding(GO:0003676);RNA binding(GO:0003723);translation initiation factor activity(GO:0003743);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)"	"cytoplasmic translational initiation(GO:0002183)"	"cytoplasmic stress granule(GO:0010494)"
"SORBI_3008G104801"	"DUF4220 domain-containing protein"	"OS07G0447000 PROTEIN (PTHR31325:SF174)"	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3001G256750"	"Uncharacterized protein"	"XYLANASE INHIBITOR C-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR31676:SF92)"	NA	NA	NA	NA
"SORBI_3007G214400"	"EF-hand domain-containing protein"	"OS09G0482800 PROTEIN (PTHR34574:SF10)"	"calmodulin-related(PC00061)"	"calcium ion binding(GO:0005509)"	NA	NA
"SORBI_3003G152300"	"Glycine-rich protein"	NA	NA	NA	NA	NA
"SORBI_3010G218500"	"BZIP domain-containing protein"	"BZIP TRANSCRIPTION FACTOR RISBZ5 (PTHR47693:SF2)"	"DNA-binding transcription factor(PC00218)"	"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)"	"regulation of DNA-templated transcription(GO:0006355)"	"nucleus(GO:0005634)"
"SORBI_3001G269100"	"Alpha-mannosidase"	"ALPHA-MANNOSIDASE (PTHR11607:SF58)"	"glycosidase(PC00110)"	"alpha-mannosidase activity(GO:0004559);hydrolase activity, acting on glycosyl bonds(GO:0016798);carbohydrate binding(GO:0030246);metal ion binding(GO:0046872)"	"mannose metabolic process(GO:0006013)"	NA
"SORBI_3002G075300"	"Protein kinase domain-containing protein"	"PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27008:SF487)"	NA	"protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301)"	NA	"membrane(GO:0016020)"
"SORBI_3005G105550"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3004G359800"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3009G005750"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3009G222600"	"DUF1639 family protein"	"DUF1639 FAMILY PROTEIN (PTHR33130:SF84)"	NA	NA	NA	NA
"SORBI_3002G104300"	"Chromatin assembly factor 1 subunit p150 C-terminal domain-containing protein"	"OS07G0273301 PROTEIN (PTHR15272:SF7)"	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"	NA	"nucleosome assembly(GO:0006334)"	"nucleus(GO:0005634);CAF-1 complex(GO:0033186)"
"SORBI_3005G042000"	"Ribulose bisphosphate carboxylase small subunit, chloroplastic"	"RIBULOSE BISPHOSPHATE CARBOXYLASE SMALL SUBUNIT 1A, CHLOROPLASTIC-RELATED (PTHR31262:SF10)"	NA	"ribulose-bisphosphate carboxylase activity(GO:0016984)"	"photorespiration(GO:0009853);carbon fixation(GO:0015977);photosynthesis(GO:0015979);reductive pentose-phosphate cycle(GO:0019253)"	"chloroplast(GO:0009507)"
"SORBI_3001G418800"	"BGGP Beta-1-3-galactosyl-O-glycosyl-glycoprotein"	"BETA-GLUCURONOSYLTRANSFERASE GLCAT14C (PTHR45719:SF8)"	"glycosyltransferase(PC00111)"	"glucuronosyltransferase activity(GO:0015020);glycosyltransferase activity(GO:0016757)"	NA	"membrane(GO:0016020)"
"SORBI_3010G144450"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3005G075400"	"Protein kinase domain-containing protein"	"OS09G0339000 PROTEIN (PTHR27007:SF320)"	NA	"protein kinase activity(GO:0004672);ATP binding(GO:0005524)"	NA	"plasma membrane(GO:0005886);membrane(GO:0016020)"
"SORBI_3006G043300"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3010G098866"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3001G352900"	"Intron-binding protein aquarius"	"RNA HELICASE AQUARIUS (PTHR10887:SF5)"	"RNA helicase(PC00032)"	"mRNA binding(GO:0003729);helicase activity(GO:0004386)"	"mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380)"	"nucleus(GO:0005634);spliceosomal complex(GO:0005681);catalytic step 2 spliceosome(GO:0071013)"
"SORBI_3005G119950"	"CCHC-type domain-containing protein"	"OS11G0296500 PROTEIN (PTHR23002:SF89)"	"RNA metabolism protein(PC00031)"	"nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)"	"positive regulation of cytoplasmic translation(GO:2000767)"	"cytoplasm(GO:0005737)"
"SORBI_3006G050100"	"Protein XRI1"	"OS09G0401900 PROTEIN (PTHR33385:SF29)"	NA	NA	"male meiotic nuclear division(GO:0007140);female meiotic nuclear division(GO:0007143)"	NA
"SORBI_3010G146400"	"Auxin-responsive protein"	"AUXIN-RESPONSIVE PROTEIN IAA21 (PTHR31734:SF252)"	NA	NA	"regulation of DNA-templated transcription(GO:0006355);response to auxin(GO:0009733);auxin-activated signaling pathway(GO:0009734)"	"nucleus(GO:0005634)"
"SORBI_3010G142700"	"Uncharacterized protein"	NA	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3010G149000"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3004G111600"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3008G142900"	"MYB-CC type transcription factor LHEQLE-containing domain-containing protein"	"EXPRESSED PROTEIN (PTHR33167:SF26)"	NA	NA	NA	NA
"SORBI_3007G044000"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3005G061400"	"Uncharacterized protein"	NA	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3007G134000"	"14-3-3 domain-containing protein"	"14-3-3-LIKE PROTEIN GF14-C (PTHR18860:SF173)"	"scaffold/adaptor protein(PC00226)"	NA	"signal transduction(GO:0007165);protein localization(GO:0008104)"	"cytoplasm(GO:0005737)"
"SORBI_3010G131000"	"BRCT domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3001G202800"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3007G147600"	"Uncharacterized protein"	"SAUR33-AUXIN-RESPONSIVE SAUR FAMILY MEMBER (PTHR31374:SF208)"	NA	NA	"response to auxin(GO:0009733)"	NA
"SORBI_3002G102200"	"N-acetyltransferase domain-containing protein"	"GCN5-RELATED N-ACETYLTRANSFERASE 10, CHLOROPLASTIC (PTHR42919:SF20)"	"acetyltransferase(PC00038)"	"N-acetyltransferase activity(GO:0008080);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)"	"mitotic sister chromatid cohesion(GO:0007064)"	"NatA complex(GO:0031415)"
"SORBI_3010G134600"	"Pentatricopeptide repeat-containing protein"	"PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN (PTHR47924:SF215)"	NA	"RNA binding(GO:0003723)"	"RNA modification(GO:0009451)"	NA
"SORBI_3010G057300"	"galactinol--sucrose galactosyltransferase"	"GALACTINOL--SUCROSE GALACTOSYLTRANSFERASE 6-RELATED (PTHR31268:SF5)"	NA	NA	NA	NA
"SORBI_3004G159500"	"AP2_ERF domain-containing protein"	"OS02G0520000 PROTEIN (PTHR31677:SF159)"	"DNA-binding transcription factor(PC00218)"	"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)"	"regulation of DNA-templated transcription(GO:0006355)"	"nucleus(GO:0005634)"
"SORBI_3009G056100"	"Arginine_serine-rich splicing factor"	"OS05G0162600 PROTEIN (PTHR23147:SF278)"	"RNA splicing factor(PC00148)"	"RNA binding(GO:0003723);zinc ion binding(GO:0008270)"	"mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380)"	"nuclear speck(GO:0016607)"
"SORBI_3002G067100"	"RRM domain-containing protein"	"RNA-BINDING (RRM_RBD_RNP MOTIFS) FAMILY PROTEIN (PTHR48032:SF13)"	NA	"RNA binding(GO:0003723);mRNA binding(GO:0003729)"	"regulation of translation(GO:0006417)"	NA
"SORBI_3001G533800"	"S1-like domain-containing protein"	"RNA-BINDING PROTEIN EIF1AD-RELATED (PTHR21641:SF0)"	"translation initiation factor(PC00224)"	"RNA binding(GO:0003723);translation initiation factor activity(GO:0003743)"	"translational initiation(GO:0006413)"	"nucleus(GO:0005634)"
"SORBI_3010G065700"	"Uncharacterized protein"	"PROTEIN POLAR LOCALIZATION DURING ASYMMETRIC DIVISION AND REDISTRIBUTION (PTHR33476:SF22)"	NA	NA	"asymmetric cell division(GO:0008356)"	NA
"SORBI_3002G165401"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3010G249400"	"NB-ARC domain-containing protein"	"NB-ARC DOMAIN-CONTAINING PROTEIN (PTHR33377:SF55)"	NA	NA	NA	NA
"SORBI_3005G087900"	"Non-lysosomal glucosylceramidase"	"NON-LYSOSOMAL GLUCOSYLCERAMIDASE (PTHR12654:SF31)"	"glucosidase(PC00108)"	"glucosylceramidase activity(GO:0004348);beta-glucosidase activity(GO:0008422);hydrolase activity, acting on glycosyl bonds(GO:0016798)"	"carbohydrate metabolic process(GO:0005975);lipid metabolic process(GO:0006629);glucosylceramide catabolic process(GO:0006680)"	"membrane(GO:0016020)"
"SORBI_3007G174600"	"Glutamine amidotransferase type-2 domain-containing protein"	"GLUTAMATE SYNTHASE 1 [NADH], CHLOROPLASTIC-LIKE (PTHR48467:SF1)"	NA	"oxidoreductase activity(GO:0016491);3 iron, 4 sulfur cluster binding(GO:0051538)"	"glutamate biosynthetic process(GO:0006537)"	NA
"SORBI_3005G219800"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3003G336200"	"DUF1664 domain-containing protein"	"TRANSMEMBRANE PROTEIN (PTHR33825:SF5)"	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3003G011100"	"Reticulon-like protein"	"RETICULON-LIKE PROTEIN (PTHR10994:SF131)"	"membrane traffic protein(PC00150)"	NA	"response to bacterium(GO:0009617)"	"endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);membrane(GO:0016020)"
"SORBI_3003G356600"	"PRONE domain-containing protein"	"ROP GUANINE NUCLEOTIDE EXCHANGE FACTOR 7 (PTHR33101:SF14)"	"guanyl-nucleotide exchange factor(PC00113)"	"guanyl-nucleotide exchange factor activity(GO:0005085)"	NA	"plasma membrane(GO:0005886)"
"SORBI_3004G198400"	"60S ribosomal protein L6"	"60S RIBOSOMAL PROTEIN L6 (PTHR10715:SF8)"	"ribosomal protein(PC00202)"	"RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735)"	"cytoplasmic translation(GO:0002181);translation(GO:0006412)"	"ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625);ribonucleoprotein complex(GO:1990904)"
"SORBI_3007G071300"	"50S ribosomal protein L27"	"50S RIBOSOMAL PROTEIN L27 (PTHR15893:SF13)"	"ribosomal protein(PC00202)"	"structural constituent of ribosome(GO:0003735)"	"translation(GO:0006412)"	"ribosome(GO:0005840)"
"SORBI_3003G392800"	"Uncharacterized protein"	"GRAS FAMILY PROTEIN RAD1 (PTHR31636:SF24)"	NA	"DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)"	"regulation of DNA-templated transcription(GO:0006355)"	"nucleus(GO:0005634)"
"SORBI_3005G220400"	"Expansin-like CBD domain-containing protein"	"OS04G0328900 PROTEIN (PTHR31692:SF13)"	NA	NA	NA	NA
"SORBI_3001G268550"	"DUF295 domain-containing protein"	"DUF295 DOMAIN-CONTAINING PROTEIN (PTHR33110:SF65)"	NA	NA	NA	NA
"SORBI_3010G112300"	"Aluminum-activated malate transporter 9"	"OS06G0268800 PROTEIN (PTHR31086:SF97)"	"transporter(PC00227)"	NA	"malate transport(GO:0015743);monoatomic ion transmembrane transport(GO:0034220);transmembrane transport(GO:0055085)"	"plant-type vacuole membrane(GO:0009705);membrane(GO:0016020)"
